	index	score	token	token_str	sequence	sentence	model	dimension	pos_tag	rsv
4	4	0.03791920095682144	16749	activo	él se considera muy activo.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	25
5	5	0.03686913475394249	4338	conocido	él se considera muy conocido.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	24
6	6	0.03655592352151871	1693	importante	él se considera muy importante.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	23
7	7	0.031126108020544052	7746	fuerte	él se considera muy fuerte.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	22
8	8	0.029346486553549767	10821	probable	él se considera muy probable.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	21
9	9	0.026357226073741913	1696	popular	él se considera muy popular.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	20
10	10	0.02264956384897232	15342	brillante	él se considera muy brillante.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	19
11	11	0.01895943656563759	8435	fiel	él se considera muy fiel.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	18
12	12	0.014806045219302177	4654	raja	él se considera muy Raja.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	NC	17
13	13	0.014488990418612957	3003	alto	él se considera muy alto.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	16
14	14	0.014256620779633522	9792	malo	él se considera muy malo.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	15
15	15	0.009039578028023243	3341	simple	él se considera muy simple.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	14
16	16	0.007973437197506428	11367	independiente	él se considera muy independiente.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	13
17	17	0.007625824771821499	9075	diferente	él se considera muy diferente.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	12
18	18	0.007309646345674992	1072	grande	él se considera muy grande.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	11
19	19	0.007251410279422998	9122	noble	él se considera muy noble.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	10
20	20	0.007181680761277676	16716	duro	él se considera muy duro.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	9
21	21	0.006834395695477724	11464	favorable	él se considera muy favorable.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	8
22	22	0.006718210875988007	10635	religioso	él se considera muy religioso.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	7
23	23	0.00642065703868866	17772	elevado	él se considera muy elevado.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	6
24	24	0.00621669040992856	10418	pocos	él se considera muy pocos.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	PI	5
25	25	0.006215715315192938	6109	grave	él se considera muy grave.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	4
26	26	0.005869255401194096	5356	conocida	él se considera muy conocida.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	3
27	27	0.005315515678375959	6846	famoso	él se considera muy famoso.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	2
28	28	0.005260180681943893	2578	poco	él se considera muy poco.	él se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	RG	1
0	0	0.09809568524360657	9340	sencillo	el chico se considera muy sencillo.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	29
1	1	0.06305930018424988	13900	buen	el chico se considera muy buen.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	28
2	2	0.05110775679349899	16716	duro	el chico se considera muy duro.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	27
3	3	0.04864102229475975	11428	buena	el chico se considera muy buena.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	26
4	4	0.03968613222241402	1696	popular	el chico se considera muy popular.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	25
5	5	0.03839167580008507	7746	fuerte	el chico se considera muy fuerte.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	24
6	6	0.03671753779053688	1693	importante	el chico se considera muy importante.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	23
7	7	0.025129850953817368	5355	conform	el chico se considera muy Conform.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	22
8	8	0.01588289439678192	2578	poco	el chico se considera muy poco.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	RG	21
9	9	0.015244350768625736	9075	diferente	el chico se considera muy diferente.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	20
10	10	0.011594990268349648	17843	complejo	el chico se considera muy complejo.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	19
11	11	0.011533413082361221	15342	brillante	el chico se considera muy brillante.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	18
12	12	0.010919464752078056	3341	simple	el chico se considera muy simple.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	17
13	13	0.01008775644004345	4338	conocido	el chico se considera muy conocido.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	16
14	14	0.009960431605577469	19108	dulce	el chico se considera muy dulce.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	15
15	15	0.00995203759521246	10635	religioso	el chico se considera muy religioso.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	14
16	16	0.009778395295143127	17584	sabor	el chico se considera muy sabor.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	NC	13
17	17	0.009476831182837486	9792	malo	el chico se considera muy malo.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	12
18	18	0.009070204570889473	3003	alto	el chico se considera muy alto.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	11
19	19	0.009006479755043983	4654	raja	el chico se considera muy Raja.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	NC	10
20	20	0.00805510301142931	1072	grande	el chico se considera muy grande.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	9
21	21	0.00787399336695671	10821	probable	el chico se considera muy probable.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	8
22	22	0.007726706098765135	2539	bajo	el chico se considera muy bajo.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	7
23	23	0.0073031214997172356	5490	tradicional	el chico se considera muy tradicional.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	6
24	24	0.0068323793821036816	16749	activo	el chico se considera muy activo.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	5
25	25	0.006635078229010105	6846	famoso	el chico se considera muy famoso.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	4
26	26	0.006562205962836742	1408	bien	el chico se considera muy bien.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	RG	3
27	27	0.005475166253745556	10418	pocos	el chico se considera muy pocos.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	PI	2
28	28	0.0053923665545880795	14254	potente	el chico se considera muy potente.	el chico se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	1
0	0	0.13061369955539703	7749	joven	el padre se considera muy joven.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	29
1	1	0.0757051631808281	13900	buen	el padre se considera muy buen.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	28
2	2	0.061249878257513046	4338	conocido	el padre se considera muy conocido.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	27
3	3	0.061157889664173126	16749	activo	el padre se considera muy activo.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	26
4	4	0.05325375497341156	10635	religioso	el padre se considera muy religioso.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	25
5	5	0.024748416617512703	8435	fiel	el padre se considera muy fiel.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	24
6	6	0.023547455668449402	15342	brillante	el padre se considera muy brillante.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	23
7	7	0.02294854074716568	9122	noble	el padre se considera muy noble.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	22
8	8	0.01946382410824299	9792	malo	el padre se considera muy malo.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	21
9	9	0.016479961574077606	1693	importante	el padre se considera muy importante.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	20
10	10	0.015199973247945309	7746	fuerte	el padre se considera muy fuerte.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	19
11	11	0.013255756348371506	22066	pobre	el padre se considera muy pobre.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	18
12	12	0.0125591941177845	11428	buena	el padre se considera muy buena.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	17
13	13	0.012039142660796642	4654	raja	el padre se considera muy Raja.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	NC	16
14	14	0.011245531029999256	9340	sencillo	el padre se considera muy sencillo.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	15
15	15	0.010269664227962494	3003	alto	el padre se considera muy alto.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	14
16	16	0.009657052345573902	17719	pobres	el padre se considera muy pobres.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	13
17	17	0.009508952498435974	11367	independiente	el padre se considera muy independiente.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	12
18	18	0.00845269300043583	1696	popular	el padre se considera muy popular.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	11
19	19	0.007423433940857649	3841	1829	el padre se considera muy 1829.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	Z	10
20	20	0.006701766513288021	22431	rico	el padre se considera muy rico.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	9
21	21	0.006662463769316673	16716	duro	el padre se considera muy duro.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	8
22	22	0.006151267793029547	6846	famoso	el padre se considera muy famoso.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	7
23	23	0.006053147371858358	9075	diferente	el padre se considera muy diferente.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	6
24	24	0.005975555162876844	1072	grande	el padre se considera muy grande.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	5
25	25	0.005743528716266155	10821	probable	el padre se considera muy probable.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	4
26	26	0.005513393320143223	16780	cercano	el padre se considera muy cercano.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	3
27	27	0.005271518602967262	4482	notable	el padre se considera muy notable.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	2
28	28	0.005016794893890619	2578	poco	el padre se considera muy poco.	el padre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	RG	1
0	0	0.15583188831806183	7749	joven	el hermano se considera muy joven.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	29
1	1	0.0847741961479187	13900	buen	el hermano se considera muy buen.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	28
2	2	0.07362009584903717	16749	activo	el hermano se considera muy activo.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	27
3	3	0.06287530809640884	4338	conocido	el hermano se considera muy conocido.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	26
4	4	0.025949327275156975	7746	fuerte	el hermano se considera muy fuerte.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	25
5	5	0.025262538343667984	10635	religioso	el hermano se considera muy religioso.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	24
6	6	0.023764891549944878	8435	fiel	el hermano se considera muy fiel.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	23
7	7	0.023572979494929314	9792	malo	el hermano se considera muy malo.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	22
8	8	0.01893589459359646	15342	brillante	el hermano se considera muy brillante.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	21
9	9	0.018016448244452477	11428	buena	el hermano se considera muy buena.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	20
10	10	0.017680754885077477	10821	probable	el hermano se considera muy probable.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	19
11	11	0.014928129501640797	1693	importante	el hermano se considera muy importante.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	18
12	12	0.014174379408359528	9340	sencillo	el hermano se considera muy sencillo.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	17
13	13	0.01339644007384777	1696	popular	el hermano se considera muy popular.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	16
14	14	0.012514228001236916	4654	raja	el hermano se considera muy Raja.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	NC	15
15	15	0.012168806046247482	9122	noble	el hermano se considera muy noble.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	14
16	16	0.010482187382876873	16716	duro	el hermano se considera muy duro.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	13
17	17	0.009548709727823734	3003	alto	el hermano se considera muy alto.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	12
18	18	0.0081881582736969	16780	cercano	el hermano se considera muy cercano.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	11
19	19	0.007887748070061207	9075	diferente	el hermano se considera muy diferente.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	10
20	20	0.006534219719469547	3841	1829	el hermano se considera muy 1829.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	Z	9
21	21	0.006530908867716789	1072	grande	el hermano se considera muy grande.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	8
22	22	0.0063819787465035915	22066	pobre	el hermano se considera muy pobre.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	AQ	7
23	23	0.006172682158648968	2578	poco	el hermano se considera muy poco.	el hermano se considera muy [MASK].	Geotrend/distilbert-base-es-cased	male	RG	6
